CompanyName,Industry,ESG_Environmental,ESG_Social,ESG_Governance,Year,Region,ESG_Rating
Company_159,Consumer Goods,44.6,64.2,99.9,2017,5,AA
Company_159,Consumer Goods,45.8,68.2,100.0,2018,5,AA
Company_159,Consumer Goods,48.4,69.0,100.0,2019,5,AA
Company_159,Consumer Goods,49.4,67.4,96.6,2020,5,AA
Company_159,Consumer Goods,51.3,67.7,100.0,2021,5,AA
Company_159,Consumer Goods,52.2,67.0,96.8,2022,5,AA
Company_159,Consumer Goods,53.6,69.3,93.9,2023,5,AA
Company_159,Consumer Goods,51.5,72.9,97.5,2024,5,AA
Company_159,Consumer Goods,51.4,71.5,94.6,2025,5,AA
Company_160,Utilities,37.5,23.1,69.8,2015,3,BBB
Company_160,Utilities,39.4,25.0,72.8,2016,3,BBB
Company_160,Utilities,41.3,28.7,71.8,2017,3,BBB
Company_160,Utilities,48.0,29.1,73.0,2018,3,A
Company_160,Utilities,46.7,31.5,72.9,2019,3,A
Company_160,Utilities,49.1,27.4,73.0,2020,3,BBB
Company_160,Utilities,50.5,29.4,72.6,2021,3,A
Company_160,Utilities,51.3,29.1,73.2,2022,3,A
Company_160,Utilities,50.2,30.1,69.6,2023,3,BBB
Company_160,Utilities,51.1,34.0,69.7,2024,3,A
Company_160,Utilities,51.5,34.4,69.5,2025,3,A
Company_161,Technology,97.6,71.2,57.6,2015,2,AAA
Company_161,Technology,95.4,70.3,57.7,2016,2,AA
Company_161,Technology,96.7,71.1,55.9,2017,2,AA
Company_161,Technology,99.0,71.5,54.3,2018,2,AA
Company_161,Technology,94.1,69.1,55.4,2019,2,AA
Company_161,Technology,94.6,67.7,54.8,2020,2,AA
Company_161,Technology,93.2,66.9,56.2,2021,2,AA
Company_161,Technology,92.4,69.3,56.7,2022,2,AA
Company_161,Technology,91.3,73.2,58.1,2023,2,AA
Company_161,Technology,92.8,71.6,60.1,2024,2,AA
Company_161,Technology,91.3,75.1,60.4,2025,2,AAA
Company_162,Technology,86.8,27.7,90.9,2015,5,AA
Company_162,Technology,87.6,25.8,89.4,2016,5,AA
Company_162,Technology,89.7,25.1,89.3,2017,5,AA
Company_162,Technology,94.3,26.1,86.9,2018,5,AA
Company_162,Technology,97.6,25.7,91.7,2019,5,AA
Company_162,Technology,100.0,21.2,91.6,2020,5,AA
Company_162,Technology,100.0,21.9,92.2,2021,5,AA
Company_162,Technology,100.0,21.4,89.8,2022,5,AA
Company_162,Technology,100.0,22.3,88.4,2023,5,AA
Company_162,Technology,99.5,22.1,88.8,2024,5,AA
Company_162,Technology,100.0,21.6,90.9,2025,5,AA
Company_163,Energy,23.3,36.3,80.4,2015,1,BBB
Company_163,Energy,21.0,39.4,79.5,2016,1,BBB
Company_163,Energy,21.3,40.5,79.8,2017,1,BBB
Company_163,Energy,24.0,43.2,81.0,2018,1,BBB
Company_163,Energy,26.7,45.8,80.2,2019,1,A
Company_163,Energy,24.6,46.1,83.8,2020,1,A
Company_163,Energy,24.2,47.3,83.6,2021,1,A
Company_163,Energy,24.7,48.5,88.2,2022,1,A
Company_163,Energy,25.7,52.3,90.1,2023,1,A
Company_163,Energy,26.2,49.4,91.0,2024,1,A
Company_163,Energy,25.8,51.5,92.6,2025,1,A
Company_164,Retail,55.3,87.8,51.6,2015,6,AA
Company_164,Retail,54.0,87.2,52.1,2016,6,AA
Company_164,Retail,54.1,88.7,51.9,2017,6,AA
Company_164,Retail,56.1,88.7,49.1,2018,6,AA
Company_164,Retail,56.8,90.8,52.0,2019,6,AA
Company_164,Retail,58.4,91.7,52.0,2020,6,AA
Company_164,Retail,57.1,90.0,53.3,2021,6,AA
Company_164,Retail,59.5,89.2,54.7,2022,6,AA
Company_164,Retail,62.9,87.5,56.6,2023,6,AA
Company_164,Retail,65.3,89.6,54.1,2024,6,AA
Company_164,Retail,64.9,89.9,54.4,2025,6,AA
Company_165,Manufacturing,13.2,57.5,18.0,2015,3,CCC
Company_165,Manufacturing,14.8,60.9,18.9,2016,3,BB
Company_165,Manufacturing,16.0,59.1,16.3,2017,3,BB
Company_165,Manufacturing,15.4,59.1,15.7,2018,3,BB
Company_165,Manufacturing,16.6,57.7,18.9,2019,3,BB
Company_165,Manufacturing,16.4,56.3,17.1,2020,3,CCC
Company_165,Manufacturing,18.2,58.7,18.0,2021,3,BB
Company_165,Manufacturing,22.0,59.8,21.2,2022,3,BB
Company_165,Manufacturing,23.5,61.5,23.4,2023,3,BB
Company_165,Manufacturing,24.1,64.9,22.7,2024,3,BB
Company_165,Manufacturing,22.7,67.0,26.5,2025,3,BB
Company_166,Energy,35.2,77.2,19.5,2015,3,BBB
Company_166,Energy,32.3,78.0,21.4,2016,3,BBB
Company_166,Energy,35.1,80.3,25.8,2017,3,BBB
Company_166,Energy,36.1,81.5,25.9,2018,3,BBB
Company_166,Energy,37.1,82.7,24.8,2019,3,BBB
Company_166,Energy,37.9,80.7,29.2,2020,3,BBB
Company_166,Energy,37.9,85.4,29.3,2021,3,A
Company_166,Energy,39.6,85.1,34.2,2022,3,A
Company_166,Energy,40.6,86.4,30.9,2023,3,A
Company_166,Energy,36.6,86.9,33.0,2024,3,A
Company_166,Energy,39.9,84.4,28.9,2025,3,A
Company_167,Energy,7.6,62.5,45.0,2015,5,BB
Company_167,Energy,9.8,64.0,44.3,2016,5,BB
Company_167,Energy,13.1,66.0,41.6,2017,5,BBB
Company_167,Energy,11.8,66.6,40.8,2018,5,BB
Company_167,Energy,14.0,67.9,45.5,2019,5,BBB
Company_167,Energy,12.7,69.0,46.0,2020,5,BBB
Company_167,Energy,14.4,71.4,50.8,2021,5,BBB
Company_167,Energy,16.7,68.6,49.4,2022,5,BBB
Company_167,Energy,17.8,68.2,50.3,2023,5,BBB
Company_167,Energy,18.6,66.7,51.6,2024,5,BBB
Company_167,Energy,19.1,67.6,53.0,2025,5,BBB
Company_168,Healthcare,84.5,47.5,92.1,2015,5,AA
Company_168,Healthcare,86.2,45.9,93.2,2016,5,AAA
Company_168,Healthcare,86.9,44.8,96.8,2017,5,AAA
Company_168,Healthcare,87.7,46.9,96.7,2018,5,AAA
Company_168,Healthcare,92.7,46.1,96.5,2019,5,AAA
Company_168,Healthcare,93.4,47.6,97.6,2020,5,AAA
Company_168,Healthcare,95.7,48.2,96.0,2021,5,AAA
Company_168,Healthcare,98.3,46.9,98.9,2022,5,AAA
Company_168,Healthcare,99.5,49.4,100.0,2023,5,AAA
Company_168,Healthcare,100.0,50.7,100.0,2024,5,AAA
Company_168,Healthcare,100.0,52.1,99.4,2025,5,AAA
Company_169,Consumer Goods,54.4,78.3,21.1,2015,3,A
Company_169,Consumer Goods,55.4,81.1,23.2,2016,3,A
Company_169,Consumer Goods,58.0,84.9,23.5,2017,3,A
Company_169,Consumer Goods,64.1,88.1,18.8,2018,3,A
Company_169,Consumer Goods,62.1,87.9,17.9,2019,3,A
Company_169,Consumer Goods,61.9,88.4,18.2,2020,3,A
Company_169,Consumer Goods,62.2,92.4,17.1,2021,3,A
Company_169,Consumer Goods,62.2,95.4,15.6,2022,3,A
Company_169,Consumer Goods,58.9,95.7,15.9,2023,3,A
Company_169,Consumer Goods,63.3,96.0,15.4,2024,3,A
Company_169,Consumer Goods,62.2,99.3,13.0,2025,3,A
Company_170,Energy,20.5,28.7,88.5,2015,2,BBB
Company_170,Energy,22.4,29.0,85.3,2016,2,BBB
Company_170,Energy,25.1,31.8,84.3,2017,2,BBB
Company_170,Energy,24.7,31.8,84.4,2018,2,BBB
Company_170,Energy,26.2,33.1,82.2,2019,2,BBB
Company_170,Energy,24.2,31.9,80.5,2020,2,BBB
Company_170,Energy,24.4,32.2,82.5,2021,2,BBB
Company_170,Energy,23.1,34.8,83.7,2022,2,BBB
Company_170,Energy,24.9,38.4,82.2,2023,2,BBB
Company_170,Energy,29.6,39.0,81.1,2024,2,BBB
Company_170,Energy,31.1,40.4,83.1,2025,2,A
Company_171,Utilities,16.0,60.2,62.1,2015,6,BBB
Company_171,Utilities,20.8,60.8,60.9,2016,6,BBB
Company_171,Utilities,23.9,60.8,63.5,2017,6,BBB
Company_171,Utilities,25.6,63.9,62.3,2018,6,A
Company_171,Utilities,28.5,67.4,63.5,2019,6,A
Company_171,Utilities,30.7,68.8,62.6,2020,6,A
Company_171,Utilities,31.3,68.6,61.9,2021,6,A
Company_171,Utilities,32.2,68.7,63.3,2022,6,A
Company_171,Utilities,31.6,66.1,64.6,2023,6,A
Company_171,Utilities,33.3,68.3,64.9,2024,6,A
Company_171,Utilities,36.0,63.9,65.1,2025,6,A
Company_172,Energy,20.4,71.7,32.0,2015,1,BBB
Company_172,Energy,19.9,70.0,34.1,2016,1,BBB
Company_172,Energy,20.3,72.2,34.3,2017,1,BBB
Company_172,Energy,21.5,67.5,33.0,2018,1,BBB
Company_172,Energy,19.8,67.5,31.6,2019,1,BB
Company_172,Energy,22.8,72.0,35.6,2020,1,BBB
Company_172,Energy,23.0,72.1,34.6,2021,1,BBB
Company_172,Energy,25.8,70.0,31.3,2022,1,BBB
Company_172,Energy,30.8,68.9,32.1,2023,1,BBB
Company_172,Energy,36.2,69.7,32.3,2024,1,BBB
Company_172,Energy,38.0,68.6,34.0,2025,1,BBB
Company_173,Transportation,28.2,52.3,81.6,2015,2,A
Company_173,Transportation,23.6,52.6,84.3,2016,2,A
Company_173,Transportation,23.2,53.9,85.5,2017,2,A
Company_173,Transportation,22.3,56.3,86.9,2018,2,A
Company_173,Transportation,22.6,53.7,89.1,2019,2,A
Company_173,Transportation,26.8,52.1,89.1,2020,2,A
Company_173,Transportation,24.3,51.7,93.0,2021,2,A
Company_173,Transportation,25.5,53.3,91.3,2022,2,A
Company_173,Transportation,25.0,56.2,92.9,2023,2,A
Company_173,Transportation,26.9,54.5,95.2,2024,2,A
Company_173,Transportation,30.7,54.3,95.9,2025,2,AA
Company_174,Transportation,13.8,27.5,3.3,2015,0,CCC
Company_174,Transportation,12.8,29.4,4.2,2016,0,CCC
Company_174,Transportation,11.9,31.5,6.6,2017,0,CCC
Company_174,Transportation,13.3,32.7,7.4,2018,0,CCC
Company_174,Transportation,14.7,34.4,7.8,2019,0,CCC
Company_174,Transportation,11.5,36.5,10.0,2020,0,CCC
Company_174,Transportation,12.6,36.4,10.5,2021,0,CCC
Company_174,Transportation,15.6,34.2,9.5,2022,0,CCC
Company_174,Transportation,19.8,32.5,9.1,2023,0,CCC
Company_174,Transportation,19.6,29.7,6.1,2024,0,CCC
Company_174,Transportation,21.9,35.1,8.7,2025,0,CCC
Company_175,Finance,98.3,24.0,47.0,2015,3,A
Company_175,Finance,94.8,23.9,48.3,2016,3,A
Company_175,Finance,98.1,21.8,50.7,2017,3,A
Company_175,Finance,100.0,25.3,52.6,2018,3,A
Company_175,Finance,100.0,23.8,57.1,2019,3,AA
Company_175,Finance,97.9,21.1,59.1,2020,3,A
Company_175,Finance,100.0,19.1,61.8,2021,3,AA
Company_175,Finance,100.0,18.2,61.3,2022,3,A
Company_175,Finance,100.0,19.2,61.4,2023,3,AA
Company_175,Finance,100.0,18.1,63.6,2024,3,AA
Company_175,Finance,100.0,16.8,61.5,2025,3,A
Company_176,Healthcare,74.2,81.9,80.2,2015,6,AAA
Company_176,Healthcare,76.3,82.6,83.3,2016,6,AAA
Company_176,Healthcare,74.7,86.0,83.6,2017,6,AAA
Company_176,Healthcare,77.3,86.6,82.6,2018,6,AAA
Company_176,Healthcare,81.2,82.2,79.6,2019,6,AAA
Company_176,Healthcare,81.6,79.6,77.8,2020,6,AAA
Company_176,Healthcare,82.4,81.4,78.4,2021,6,AAA
Company_176,Healthcare,84.0,84.3,74.2,2022,6,AAA
Company_176,Healthcare,81.2,85.7,70.2,2023,6,AAA
Company_176,Healthcare,80.2,86.3,71.5,2024,6,AAA
Company_176,Healthcare,82.0,84.0,72.1,2025,6,AAA
Company_177,Manufacturing,26.9,63.0,42.4,2015,5,BBB
Company_177,Manufacturing,26.4,60.8,39.9,2016,5,BBB
Company_177,Manufacturing,26.5,61.7,41.3,2017,5,BBB
Company_177,Manufacturing,28.7,64.0,44.1,2018,5,BBB
Company_177,Manufacturing,30.0,61.7,45.3,2019,5,BBB
Company_177,Manufacturing,32.6,61.5,45.5,2020,5,BBB
Company_177,Manufacturing,35.3,61.7,51.4,2021,5,BBB
Company_177,Manufacturing,36.2,60.8,51.0,2022,5,BBB
Company_177,Manufacturing,37.9,56.4,53.6,2023,5,BBB
Company_177,Manufacturing,40.8,54.9,46.0,2024,5,BBB
Company_177,Manufacturing,43.0,55.1,46.6,2025,5,BBB
Company_178,Transportation,22.8,10.9,36.0,2015,3,CCC
Company_178,Transportation,23.8,12.2,35.7,2016,3,CCC
Company_178,Transportation,24.4,11.2,38.7,2017,3,CCC
Company_178,Transportation,28.2,9.6,39.6,2018,3,CCC
Company_178,Transportation,28.4,11.5,38.3,2019,3,CCC
Company_178,Transportation,23.6,15.0,40.2,2020,3,CCC
Company_178,Transportation,25.8,13.8,41.8,2021,3,CCC
Company_178,Transportation,26.4,13.1,39.3,2022,3,CCC
Company_178,Transportation,28.6,11.0,39.5,2023,3,CCC
Company_178,Transportation,32.5,12.7,40.6,2024,3,CCC
Company_178,Transportation,34.6,12.0,42.3,2025,3,CCC
Company_179,Finance,83.3,90.1,79.6,2015,2,AAA
Company_179,Finance,86.7,93.1,78.7,2016,2,AAA
Company_179,Finance,83.9,95.8,80.5,2017,2,AAA
Company_179,Finance,83.2,93.0,78.5,2018,2,AAA
Company_179,Finance,85.7,90.3,79.4,2019,2,AAA
Company_179,Finance,89.0,90.6,78.3,2020,2,AAA
Company_179,Finance,89.2,90.7,79.0,2021,2,AAA
Company_179,Finance,90.4,97.3,77.6,2022,2,AAA
Company_179,Finance,92.8,98.0,80.7,2023,2,AAA
Company_179,Finance,97.0,100.0,76.3,2024,2,AAA
Company_179,Finance,98.3,100.0,77.4,2025,2,AAA
Company_180,Utilities,51.2,65.2,35.8,2015,3,A
Company_180,Utilities,49.7,68.0,38.0,2016,3,A
Company_180,Utilities,50.8,67.5,40.1,2017,3,A
Company_180,Utilities,47.9,65.7,42.9,2018,3,A
Company_180,Utilities,47.5,67.6,44.0,2019,3,A
Company_180,Utilities,45.5,67.4,44.5,2020,3,A
Company_180,Utilities,48.1,63.1,47.6,2021,3,A
Company_180,Utilities,50.2,60.9,47.6,2022,3,A
Company_180,Utilities,52.9,61.1,46.9,2023,3,A
Company_180,Utilities,56.6,59.4,47.2,2024,3,A
Company_180,Utilities,58.0,59.9,46.6,2025,3,A
Company_181,Finance,73.7,77.9,47.7,2015,6,AA
Company_181,Finance,72.7,79.1,48.0,2016,6,AA
Company_181,Finance,76.4,80.5,48.7,2017,6,AA
Company_181,Finance,77.8,84.6,50.6,2018,6,AA
Company_181,Finance,78.1,89.0,51.1,2019,6,AA
Company_181,Finance,81.3,87.3,52.7,2020,6,AA
Company_181,Finance,82.5,87.9,51.3,2021,6,AA
Company_181,Finance,79.1,88.2,53.4,2022,6,AA
Company_181,Finance,79.3,91.1,54.9,2023,6,AAA
Company_181,Finance,77.6,92.9,56.2,2024,6,AAA
Company_181,Finance,79.2,96.3,61.5,2025,6,AAA
Company_182,Manufacturing,30.8,76.0,82.3,2015,5,AA
Company_182,Manufacturing,29.3,78.8,77.2,2016,5,AA
Company_182,Manufacturing,29.4,79.9,82.9,2017,5,AA
Company_182,Manufacturing,30.7,78.8,85.1,2018,5,AA
Company_182,Manufacturing,31.9,79.3,84.5,2019,5,AA
Company_182,Manufacturing,32.1,80.2,86.4,2020,5,AA
Company_182,Manufacturing,35.7,79.9,88.9,2021,5,AA
Company_182,Manufacturing,33.7,81.2,88.7,2022,5,AA
Company_182,Manufacturing,35.1,80.2,89.7,2023,5,AA
Company_182,Manufacturing,34.8,82.2,91.4,2024,5,AA
Company_182,Manufacturing,34.6,84.3,91.0,2025,5,AA
Company_183,Retail,55.7,67.3,36.4,2015,2,A
Company_183,Retail,55.6,69.2,38.8,2016,2,A
Company_183,Retail,56.0,71.7,39.0,2017,2,A
Company_183,Retail,57.2,73.7,39.3,2018,2,A
Company_183,Retail,58.4,75.4,37.9,2019,2,A
Company_183,Retail,62.2,76.5,37.4,2020,2,A
Company_183,Retail,61.1,77.7,38.4,2021,2,A
Company_183,Retail,60.8,79.2,38.7,2022,2,A
Company_183,Retail,62.8,82.1,37.4,2023,2,AA
Company_183,Retail,63.6,82.2,38.7,2024,2,AA
Company_183,Retail,63.1,82.6,39.0,2025,2,AA
Company_184,Utilities,27.3,70.1,91.6,2015,2,AA
Company_184,Utilities,28.0,72.7,90.5,2016,2,AA
Company_184,Utilities,27.8,73.6,88.6,2017,2,AA
Company_184,Utilities,29.5,74.8,88.0,2018,2,AA
Company_184,Utilities,29.3,72.0,88.8,2019,2,AA
Company_184,Utilities,28.6,74.2,89.1,2020,2,AA
Company_184,Utilities,30.4,74.1,88.3,2021,2,AA
Company_184,Utilities,32.6,72.1,88.1,2022,2,AA
Company_184,Utilities,36.1,74.8,89.7,2023,2,AA
Company_184,Utilities,39.4,75.9,86.6,2024,2,AA
Company_184,Utilities,39.1,75.6,90.2,2025,2,AA
Company_185,Transportation,0.5,19.1,16.3,2015,3,CCC
Company_185,Transportation,0.0,21.1,18.4,2016,3,CCC
Company_185,Transportation,0.0,19.6,22.5,2017,3,CCC
Company_185,Transportation,1.9,18.5,21.2,2018,3,CCC
Company_185,Transportation,3.6,18.5,25.9,2019,3,CCC
Company_185,Transportation,7.2,17.2,25.0,2020,3,CCC
Company_185,Transportation,9.3,20.8,27.3,2021,3,CCC
Company_185,Transportation,8.5,17.3,27.2,2022,3,CCC
Company_185,Transportation,10.5,14.2,23.2,2023,3,CCC
Company_185,Transportation,14.3,16.4,19.7,2024,3,CCC
Company_185,Transportation,12.6,14.1,22.7,2025,3,CCC
Company_186,Manufacturing,4.8,64.6,10.7,2015,4,CCC
Company_186,Manufacturing,7.2,64.9,7.4,2016,4,CCC
Company_186,Manufacturing,6.2,64.5,8.1,2017,4,CCC
Company_186,Manufacturing,2.6,64.6,8.4,2018,4,CCC
Company_186,Manufacturing,0.0,64.1,6.6,2019,4,CCC
Company_186,Manufacturing,2.5,63.9,6.6,2020,4,CCC
Company_186,Manufacturing,4.1,64.3,7.4,2021,4,CCC
Company_186,Manufacturing,3.8,64.5,9.0,2022,4,CCC
Company_186,Manufacturing,5.9,62.4,9.4,2023,4,CCC
Company_186,Manufacturing,10.7,61.5,12.1,2024,4,CCC
Company_186,Manufacturing,11.6,61.8,13.2,2025,4,CCC
Company_187,Utilities,48.6,49.8,2.4,2015,0,BB
Company_187,Utilities,52.8,52.2,6.8,2016,0,BB
Company_187,Utilities,53.3,51.2,7.0,2017,0,BB
Company_187,Utilities,54.9,55.1,7.4,2018,0,BB
Company_187,Utilities,58.5,54.8,8.7,2019,0,BBB
Company_187,Utilities,59.5,57.4,6.8,2020,0,BBB
Company_187,Utilities,60.4,58.5,2.8,2021,0,BBB
Company_187,Utilities,64.9,58.2,3.3,2022,0,BBB
Company_187,Utilities,68.2,58.3,2.0,2023,0,BBB
Company_187,Utilities,67.2,57.9,2.7,2024,0,BBB
Company_187,Utilities,71.3,58.9,2.4,2025,0,BBB
Company_188,Consumer Goods,62.2,55.9,28.5,2015,6,BBB
Company_188,Consumer Goods,63.4,57.6,28.2,2016,6,BBB
Company_188,Consumer Goods,64.2,57.6,29.6,2017,6,A
Company_188,Consumer Goods,65.8,58.8,29.2,2018,6,A
Company_188,Consumer Goods,66.9,59.8,26.9,2019,6,A
Company_188,Consumer Goods,71.4,62.6,28.1,2020,6,A
Company_188,Consumer Goods,71.2,64.6,27.3,2021,6,A
Company_188,Consumer Goods,72.4,62.6,27.4,2022,6,A
Company_188,Consumer Goods,71.2,63.1,26.2,2023,6,A
Company_188,Consumer Goods,69.5,62.1,24.0,2024,6,A
Company_188,Consumer Goods,71.3,59.6,23.5,2025,6,A
Company_189,Healthcare,60.5,35.2,47.8,2015,1,BBB
Company_189,Healthcare,61.6,32.1,49.8,2016,1,BBB
Company_189,Healthcare,60.7,32.9,50.0,2017,1,BBB
Company_189,Healthcare,62.7,32.9,49.4,2018,1,BBB
Company_189,Healthcare,64.3,35.1,50.5,2019,1,BBB
Company_189,Healthcare,64.4,38.5,52.3,2020,1,A
Company_189,Healthcare,66.0,36.4,50.5,2021,1,A
Company_189,Healthcare,65.1,35.7,51.9,2022,1,A
Company_189,Healthcare,63.9,41.2,51.5,2023,1,A
Company_189,Healthcare,68.5,40.3,48.0,2024,1,A
Company_189,Healthcare,66.2,42.7,49.4,2025,1,A
Company_190,Technology,80.5,62.6,66.1,2015,5,AA
Company_190,Technology,83.9,62.4,68.3,2016,5,AA
Company_190,Technology,83.8,64.5,69.9,2017,5,AA
Company_190,Technology,84.1,64.9,68.8,2018,5,AA
Company_190,Technology,83.4,66.4,68.7,2019,5,AA
Company_190,Technology,88.7,64.9,71.4,2020,5,AAA
Company_190,Technology,88.3,62.6,71.5,2021,5,AA
Company_190,Technology,89.0,62.6,70.1,2022,5,AA
Company_190,Technology,89.0,64.4,69.4,2023,5,AA
Company_190,Technology,90.7,63.7,68.8,2024,5,AA
Company_190,Technology,89.2,59.1,67.2,2025,5,AA
Company_191,Manufacturing,2.8,78.4,29.3,2015,6,BB
Company_191,Manufacturing,4.1,80.9,30.5,2016,6,BB
Company_191,Manufacturing,2.8,84.9,29.1,2017,6,BB
Company_191,Manufacturing,3.7,84.6,29.5,2018,6,BB
Company_191,Manufacturing,5.9,84.6,28.6,2019,6,BB
Company_191,Manufacturing,5.4,86.5,29.2,2020,6,BBB
Company_191,Manufacturing,8.0,87.5,33.2,2021,6,BBB
Company_191,Manufacturing,9.8,86.0,30.4,2022,6,BBB
Company_191,Manufacturing,9.4,90.0,32.6,2023,6,BBB
Company_191,Manufacturing,11.5,88.1,30.9,2024,6,BBB
Company_191,Manufacturing,12.9,88.1,32.5,2025,6,BBB
Company_192,Consumer Goods,61.7,90.1,91.0,2015,1,AAA
Company_192,Consumer Goods,64.4,90.0,89.9,2016,1,AAA
Company_192,Consumer Goods,65.1,93.3,90.8,2017,1,AAA
Company_192,Consumer Goods,64.9,94.2,91.9,2018,1,AAA
Company_192,Consumer Goods,63.1,97.5,91.8,2019,1,AAA
Company_192,Consumer Goods,65.3,96.4,86.8,2020,1,AAA
Company_192,Consumer Goods,67.9,98.3,86.5,2021,1,AAA
Company_192,Consumer Goods,71.6,100.0,88.9,2022,1,AAA
Company_192,Consumer Goods,74.7,100.0,88.9,2023,1,AAA
Company_192,Consumer Goods,76.0,100.0,90.5,2024,1,AAA
Company_192,Consumer Goods,78.3,100.0,91.1,2025,1,AAA
Company_193,Manufacturing,45.5,45.5,20.8,2015,1,BB
Company_193,Manufacturing,49.0,45.7,23.3,2016,1,BB
Company_193,Manufacturing,50.6,45.4,24.9,2017,1,BBB
Company_193,Manufacturing,50.0,42.3,22.3,2018,1,BB
Company_193,Manufacturing,54.0,43.8,24.0,2019,1,BBB
Company_193,Manufacturing,55.5,45.0,26.7,2020,1,BBB
Company_193,Manufacturing,55.8,41.4,28.3,2021,1,BBB
Company_193,Manufacturing,59.3,40.6,26.2,2022,1,BBB
Company_193,Manufacturing,63.7,46.0,27.0,2023,1,BBB
Company_193,Manufacturing,61.8,44.9,24.0,2024,1,BBB
Company_193,Manufacturing,62.9,44.2,23.8,2025,1,BBB
Company_194,Manufacturing,73.7,80.3,93.5,2015,6,AAA
Company_194,Manufacturing,74.2,81.6,93.4,2016,6,AAA
Company_194,Manufacturing,73.3,81.9,92.9,2017,6,AAA
Company_194,Manufacturing,76.8,84.1,93.1,2018,6,AAA
Company_194,Manufacturing,75.9,86.7,92.2,2019,6,AAA
Company_194,Manufacturing,78.3,89.3,93.3,2020,6,AAA
Company_194,Manufacturing,79.9,90.7,94.3,2021,6,AAA
Company_194,Manufacturing,82.5,90.5,93.4,2022,6,AAA
Company_194,Manufacturing,84.5,93.9,91.7,2023,6,AAA
Company_194,Manufacturing,88.5,95.1,93.7,2024,6,AAA
Company_194,Manufacturing,89.3,95.4,93.7,2025,6,AAA
Company_195,Transportation,17.3,10.5,40.5,2015,4,CCC
Company_195,Transportation,15.7,12.4,42.3,2016,4,CCC
Company_195,Transportation,15.0,15.2,43.4,2017,4,CCC
Company_195,Transportation,15.0,17.4,40.6,2018,4,CCC
Company_195,Transportation,17.9,15.4,41.3,2019,4,CCC
Company_195,Transportation,18.3,16.2,40.9,2020,4,CCC
Company_195,Transportation,18.4,15.1,39.8,2021,4,CCC
Company_195,Transportation,17.8,15.8,41.7,2022,4,CCC
Company_195,Transportation,19.3,14.9,41.7,2023,4,CCC
Company_195,Transportation,21.5,13.6,43.0,2024,4,CCC
Company_195,Transportation,22.4,12.3,43.9,2025,4,CCC
Company_196,Healthcare,73.3,49.2,30.8,2015,6,A
Company_196,Healthcare,76.3,49.9,34.7,2016,6,A
Company_196,Healthcare,73.6,50.0,33.4,2017,6,A
Company_196,Healthcare,73.1,52.7,32.7,2018,6,A
Company_196,Healthcare,72.6,54.3,33.8,2019,6,A
Company_196,Healthcare,71.2,57.7,37.6,2020,6,A
Company_196,Healthcare,71.9,60.0,39.3,2021,6,A
Company_196,Healthcare,74.1,62.6,36.6,2022,6,A
Company_196,Healthcare,74.2,65.3,39.8,2023,6,A
Company_196,Healthcare,76.9,65.7,39.4,2024,6,AA
Company_196,Healthcare,77.0,70.0,42.1,2025,6,AA
Company_197,Energy,16.8,7.2,19.6,2015,3,CCC
Company_197,Energy,20.5,8.4,22.9,2016,3,CCC
Company_197,Energy,20.6,10.8,22.9,2017,3,CCC
Company_197,Energy,21.9,9.7,23.7,2018,3,CCC
Company_197,Energy,25.9,6.9,21.3,2019,3,CCC
Company_197,Energy,28.6,10.1,18.6,2020,3,CCC
Company_197,Energy,31.2,8.7,18.3,2021,3,CCC
Company_197,Energy,31.7,9.6,16.4,2022,3,CCC
Company_197,Energy,31.6,8.8,16.1,2023,3,CCC
Company_197,Energy,32.6,7.3,17.2,2024,3,CCC
Company_197,Energy,33.1,6.2,18.0,2025,3,CCC
Company_198,Manufacturing,27.6,31.4,68.9,2015,5,BBB
Company_198,Manufacturing,29.4,30.3,72.1,2016,5,BBB
Company_198,Manufacturing,27.8,34.5,77.1,2017,5,BBB
Company_198,Manufacturing,30.7,34.8,80.5,2018,5,BBB
Company_198,Manufacturing,30.6,34.9,79.9,2019,5,BBB
Company_198,Manufacturing,31.2,35.9,80.6,2020,5,BBB
Company_198,Manufacturing,32.4,32.5,80.1,2021,5,BBB
Company_198,Manufacturing,32.8,34.2,82.3,2022,5,BBB
Company_198,Manufacturing,34.9,37.2,80.5,2023,5,A
Company_198,Manufacturing,35.9,40.0,76.5,2024,5,A
Company_198,Manufacturing,38.6,41.8,79.4,2025,5,A
Company_199,Retail,50.4,59.2,61.1,2015,3,A
Company_199,Retail,49.3,60.7,62.9,2016,3,A
Company_199,Retail,48.8,62.4,62.4,2017,3,A
Company_199,Retail,48.7,61.0,60.5,2018,3,A
Company_199,Retail,51.9,58.6,60.3,2019,3,A
Company_199,Retail,54.4,60.1,58.2,2020,3,A
Company_199,Retail,57.1,60.5,56.1,2021,3,A
Company_199,Retail,60.9,62.2,56.6,2022,3,A
Company_199,Retail,61.4,63.8,58.8,2023,3,AA
Company_199,Retail,58.8,66.9,59.2,2024,3,AA
Company_199,Retail,55.0,66.9,59.6,2025,3,AA
Company_200,Consumer Goods,26.5,68.4,33.7,2015,1,BBB
Company_200,Consumer Goods,28.4,67.7,36.3,2016,1,BBB
Company_200,Consumer Goods,27.9,67.5,39.9,2017,1,BBB
Company_200,Consumer Goods,28.3,69.1,42.3,2018,1,BBB
Company_200,Consumer Goods,30.4,71.1,41.1,2019,1,BBB
